sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif
ERR14783393,NODE_6_length_285585_cov_203.346440,gene:plasmid:123128;gene:plasmid:151379;gene:plasmid:122720;gene:proph:161065;gene:proph:172895;gene:plasmid:122802;gene:plasmid:123153;gene:plasmid:122087;gene:plasmid:122716;gene:plasmid:122717;gene:plasmid:12550;gene:plasmid:12551;gene:plasmid:122035;gene:plasmid:122029;gene:plasmid:122028;gene:plasmid:12559;gene:plasmid:154260;gene:plasmid:12561;gene:plasmid:122719;gene:plasmid:122722;gene:plasmid:122910;gene:plasmid:154198;gene:plasmid:123068;gene:plasmid:154296;gene:plasmid:122959;gene:plasmid:154188;gene:plasmid:12830;gene:plasmid:154183;gene:plasmid:155256;gene:plasmid:122037;gene:plasmid:12579;gene:plasmid:154292;gene:plasmid:12835;gene:plasmid:154294;gene:plasmid:12585;gene:plasmid:123029;gene:plasmid:151379;gene:proph:182251;gene:plasmid:122721;gene:plasmid:122718;gene:plasmid:154206;gene:plasmid:122050;gene:plasmid:122054;gene:plasmid:122055;gene:plasmid:123152;gene:plasmid:122796;gene:plasmid:122797;gene:plasmid:122798;gene:plasmid:122800;gene:plasmid:122801;gene:plasmid:122806;gene:plasmid:122807;gene:plasmid:122808;gene:plasmid:122809;gene:proph:182237;gene:plasmid:122959;gene:plasmid:122811;gene:plasmid:151379,Bacillus mycoides,Drugs,betalactams,Class_A_betalactamases,BLAZ,Authorized for use in humans only 
ERR14783393,NODE_6_length_285585_cov_203.346440,gene:plasmid:123128;gene:plasmid:151379;gene:plasmid:122720;gene:proph:161065;gene:proph:172895;gene:plasmid:122802;gene:plasmid:123153;gene:plasmid:122087;gene:plasmid:122716;gene:plasmid:122717;gene:plasmid:12550;gene:plasmid:12551;gene:plasmid:122035;gene:plasmid:122029;gene:plasmid:122028;gene:plasmid:12559;gene:plasmid:154260;gene:plasmid:12561;gene:plasmid:122719;gene:plasmid:122722;gene:plasmid:122910;gene:plasmid:154198;gene:plasmid:123068;gene:plasmid:154296;gene:plasmid:122959;gene:plasmid:154188;gene:plasmid:12830;gene:plasmid:154183;gene:plasmid:155256;gene:plasmid:122037;gene:plasmid:12579;gene:plasmid:154292;gene:plasmid:12835;gene:plasmid:154294;gene:plasmid:12585;gene:plasmid:123029;gene:plasmid:151379;gene:proph:182251;gene:plasmid:122721;gene:plasmid:122718;gene:plasmid:154206;gene:plasmid:122050;gene:plasmid:122054;gene:plasmid:122055;gene:plasmid:123152;gene:plasmid:122796;gene:plasmid:122797;gene:plasmid:122798;gene:plasmid:122800;gene:plasmid:122801;gene:plasmid:122806;gene:plasmid:122807;gene:plasmid:122808;gene:plasmid:122809;gene:proph:182237;gene:plasmid:122959;gene:plasmid:122811;gene:plasmid:151379,Bacillus mycoides,Drugs,betalactams,Class_A_betalactamases,BLAZ,Authorized for use in humans only 
ERR14783393,NODE_5_length_347181_cov_210.586128,gene:plasmid:128185,Bacillus thuringiensis,Drugs,betalactams,Class_B_betalactamases,BCII,Authorized for use in humans only 
ERR14783393,NODE_3_length_570685_cov_288.828925,gene:plasmid:138538;gene:plasmid:122850;gene:plasmid:127957;gene:plasmid:123038,Bacillus cereus,Drugs,betalactams,Class_A_betalactamases,BLAZ,Authorized for use in humans only 
ERR14783393,NODE_78_length_58442_cov_413.635291,gene:plasmid:141403,Bacillus mycoides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783393,NODE_78_length_58442_cov_413.635291,gene:plasmid:141403,Bacillus mycoides,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783393,NODE_78_length_58442_cov_413.635291,gene:plasmid:141403,Bacillus cereus,Drugs,Lipopeptides,Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC,RPOCL,Authorized for use in humans only
ERR14783399,NODE_500_length_5576_cov_12.743623,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783399,NODE_500_length_5576_cov_12.743623,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783399,NODE_7_length_238437_cov_108.771646,gene:plasmid:135980;gene:plasmid:135959,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR14783399,NODE_496_length_5592_cov_132.608783,gene:plasmid:139560;gene:plasmid:117293,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783399,NODE_496_length_5592_cov_132.608783,gene:plasmid:139560;gene:plasmid:117293,other,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783400,NODE_2255_length_5342_cov_28.739214,gene:plasmid:139560,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783400,NODE_2255_length_5342_cov_28.739214,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783400,NODE_2152_length_5592_cov_159.352790,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783400,NODE_2152_length_5592_cov_159.352790,gene:plasmid:139560;gene:plasmid:131376,other,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783400,NODE_2_length_440936_cov_14.534236,gene:plasmid:17313;gene:plasmid:17312;gene:plasmid:17311;gene:plasmid:17310;gene:plasmid:17309;gene:plasmid:17308;gene:plasmid:17307;gene:plasmid:17306;gene:plasmid:17300;ICEberg|404|Tn5301|GenBank|S54034|1..515;gene:plasmid:135980;gene:plasmid:135959;gene:plasmid:17299,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR14783400,NODE_6676_length_1871_cov_0.704128,gene:plasmid:20178,Klebsiella michiganensis,Drugs,Aminoglycosides,Aminoglycoside_O-phosphotransferases,APH3-DPRIME,CIA
ERR14783400,NODE_682_length_15955_cov_4.335102,gene:proph:169512,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_ABC_efflux_regulator,PHOB,0
ERR14783400,NODE_682_length_15955_cov_4.335102,gene:proph:169512,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_regulator,PHOR,0
ERR14783400,NODE_70_length_66160_cov_8.539155,gene:proph:170051,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR,CIA 
ERR14783400,NODE_70_length_66160_cov_8.539155,gene:proph:170051,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR,CIA 
ERR14783400,NODE_70_length_66160_cov_8.539155,gene:proph:170051,Klebsiella grimontii,Biocides,Biguanide_resistance,Biguanide_cation_efflux,CEPAB,0
ERR14783400,NODE_922_length_12621_cov_10.411157,gene:proph:176833;gene:proph:176835,Klebsiella grimontii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783400,NODE_922_length_12621_cov_10.411157,gene:proph:176833;gene:proph:176835,Lelliottia amnigena,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783401,NODE_193_length_5672_cov_1.972227,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783401,NODE_193_length_5672_cov_1.972227,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783401,NODE_1_length_440985_cov_9.114697,gene:plasmid:17313;gene:plasmid:17312;gene:plasmid:17311;gene:plasmid:17310;gene:plasmid:17309;gene:plasmid:17308;gene:plasmid:17307;gene:plasmid:17306;gene:plasmid:17300;ICEberg|404|Tn5301|GenBank|S54034|1..515;gene:plasmid:135980;gene:plasmid:135959;gene:plasmid:17299,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR14783402,NODE_8_length_353634_cov_31.221820,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas sp. AC109,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783402,NODE_8_length_353634_cov_31.221820,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas azotoformans,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHA,0
ERR14783402,NODE_8_length_353634_cov_31.221820,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas sp. AC109,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR14783402,NODE_8_length_353634_cov_31.221820,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas azotoformans,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783402,NODE_1_length_629312_cov_29.189649,gene:plasmid:116634,Pseudomonas sp. MYb193,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783402,NODE_1447_length_5342_cov_69.955513,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783402,NODE_1447_length_5342_cov_69.955513,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783402,NODE_73_length_80889_cov_4.655395,gene:plasmid:119533;gene:plasmid:28516;gene:plasmid:130030,Pseudomonas putida,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783402,NODE_73_length_80889_cov_4.655395,gene:plasmid:119533;gene:plasmid:28516;gene:plasmid:130030,Pseudomonas putida,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR14783402,NODE_73_length_80889_cov_4.655395,gene:plasmid:119533;gene:plasmid:28516;gene:plasmid:130030,Pseudomonas putida,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR14783402,NODE_385_length_21920_cov_2.558436,gene:plasmid:124393,Pseudomonas sp. FP2335,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0
ERR14783402,NODE_13_length_289658_cov_4.814220,gene:plasmid:138733;gene:plasmid:86304;gene:plasmid:124575;gene:plasmid:155093;gene:plasmid:154639,Pseudomonas putida,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783402,NODE_13_length_289658_cov_4.814220,gene:plasmid:138733;gene:plasmid:86304;gene:plasmid:124575;gene:plasmid:155093;gene:plasmid:154639,Pseudomonas putida,Biocides,Phenolic_compound_resistance,Phenolic_RND_efflux_pump,TRIC,0
ERR14783402,NODE_1770_length_4277_cov_50.719277,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783402,NODE_11_length_323270_cov_43.877893,gene:plasmid:145291,Pseudomonas sp. J380,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB,HPCIA
ERR14783402,NODE_145_length_50017_cov_4.279094,gene:plasmid:21089,Pseudomonas putida,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0
ERR14783402,NODE_2_length_584861_cov_35.829201,gene:plasmid:21664;gene:plasmid:154774;gene:plasmid:120282;gene:plasmid:154739;gene:plasmid:20556,Pseudomonas sp. J380,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0
ERR14783402,NODE_25_length_170652_cov_3.060513,gene:plasmid:21758;gene:plasmid:21763,Pseudomonas sp. LPD2,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXD1,0
ERR14783402,NODE_19_length_232061_cov_38.495542,gene:plasmid:22410,Pseudomonas sp. J380,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783402,NODE_19_length_232061_cov_38.495542,gene:plasmid:22410,Pseudomonas sp. J380,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783402,NODE_118_length_60730_cov_3.957906,gene:plasmid:28512;gene:proph:175950,Pseudomonas asiatica,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA
ERR14783402,NODE_118_length_60730_cov_3.957906,gene:plasmid:28512;gene:proph:175950,Pseudomonas asiatica,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOQ,HPCIA
ERR14783402,NODE_5335_length_1395_cov_0.455836,gene:plasmid:88376,Klebsiella pneumoniae,Drugs,betalactams,Class_A_betalactamases,CTX,Authorized for use in humans only 
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783402,NODE_4_length_537025_cov_32.266591,gene:proph:168323;gene:plasmid:21134;gene:plasmid:21133;gene:plasmid:20567,Pseudomonas sp. J380,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA
ERR14783402,NODE_5_length_532379_cov_25.921094,gene:proph:173726;gene:plasmid:21288;gene:plasmid:137174;gene:plasmid:137265,Pseudomonas sp. TMW 2.1634,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXE,HPCIA
ERR14783402,NODE_5_length_532379_cov_25.921094,gene:proph:173726;gene:plasmid:21288;gene:plasmid:137174;gene:plasmid:137265,Pseudomonas sp. TMW 2.1634,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXF,HPCIA
ERR14783402,NODE_5_length_532379_cov_25.921094,gene:proph:173726;gene:plasmid:21288;gene:plasmid:137174;gene:plasmid:137265,Pseudomonas sp. TMW 2.1634,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXQ,CIA
ERR14783402,NODE_14_length_277839_cov_30.466634,gene:proph:184196;gene:proph:184202;gene:proph:184206;gene:proph:184207;gene:proph:163072;gene:proph:184236;gene:proph:175955;gene:plasmid:145219;gene:proph:175950;gene:proph:175956;gene:proph:184195;gene:proph:184194,Pseudomonas sp. J380,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXK,CIA
ERR14783408,NODE_1433_length_5219_cov_182.625098,gene:plasmid:139560,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783408,NODE_1433_length_5219_cov_182.625098,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783408,NODE_1572_length_4848_cov_2.032620,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783408,NODE_1_length_374618_cov_36.835609,gene:plasmid:155304,Leuconostoc mesenteroides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783408,NODE_223_length_29856_cov_1.467288,gene:plasmid:20019;gene:plasmid:15306,Aeromonas salmonicida,Biocides,Aldehyde_resistance,Aldehyde_degradation,FORMA,HPCIA
ERR14783408,NODE_2279_length_3600_cov_1.163259,gene:proph:176833;gene:proph:176835,Klebsiella grimontii,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783409,NODE_1221_length_5219_cov_410.115672,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783409,NODE_1221_length_5219_cov_410.115672,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783409,NODE_1518_length_4339_cov_22.561016,gene:plasmid:131371;gene:plasmid:139560,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783409,NODE_1_length_374908_cov_72.409319,gene:plasmid:155304,Leuconostoc mesenteroides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783410,NODE_392_length_5219_cov_17.937353,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783410,NODE_392_length_5219_cov_17.937353,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783410,NODE_1_length_374908_cov_4.013421,gene:plasmid:155304,Leuconostoc mesenteroides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783411,NODE_1455_length_5038_cov_18.198738,gene:plasmid:139560,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783411,NODE_1377_length_5219_cov_484.801453,gene:plasmid:139560,Acetobacter okinawensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783411,NODE_1455_length_5038_cov_18.198738,gene:plasmid:139560,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783411,NODE_1377_length_5219_cov_484.801453,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783411,NODE_3_length_374908_cov_108.796294,gene:plasmid:155304,Leuconostoc mesenteroides isolate Leuconostoc_mesenteroides_FME338 genome assembly,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783416,NODE_31_length_150815_cov_230.620255,gene:plasmid:120162;gene:plasmid:21818,Escherichia coli,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA
ERR14783416,NODE_31_length_150815_cov_230.620255,gene:plasmid:120162;gene:plasmid:21818,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CRP,Authorized for use in humans only 
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Drugs,betalactams,Penicillin_binding_protein,AMPH,HIA
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRA,Authorized for use in humans only ?
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,ACRR,Authorized for use in humans only ?
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_ABC_efflux_pumps,FETA,0
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_ABC_efflux_pumps,FETB,0
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Drugs,Cationic_antimicrobial_peptides,Lipid_A_modification,EPTA,NA
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_resistance_regulator,SOXS,NA
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Drugs,Lipopeptides,Colistin-resistant_mutant,PMRAR,HPCIA
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Drugs,betalactams,Class_C_betalactamases,AMPC,HIA 
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Drugs,betalactams,Class_C_betalactamase_regulator,AMPCR,HIA 
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Biocides,Acetate_resistance,Acetate_resistance_protein,ICLR,0
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MDTN,0
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MDTO,0
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MDTP,0
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_regulator,SOXRB,0
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Biocides,Multi-biocide_resistance,Multi-biocide_SMR_efflux_pump,SUGE,0
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,YJAA,0
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_protein,YJCG,0
