sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif,coverage,count,mean_length,rpkm
ERR14783402,NODE_118_length_60730_cov_3.957906,gene:plasmid:28512;gene:proph:175950,Pseudomonas asiatica,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOQ,HPCIA,3.957906,17798058,146.71423865457680832369,1.51573
ERR14783402,NODE_5335_length_1395_cov_0.455836,gene:plasmid:88376,Klebsiella pneumoniae,Drugs,betalactams,Class_A_betalactamases,CTX,Authorized for use in humans only ,0.455836,17798058,146.71423865457680832369,0.174568
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important,39.087498,17798058,146.71423865457680832369,14.969
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA,39.087498,17798058,146.71423865457680832369,14.969
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,39.087498,17798058,146.71423865457680832369,14.969
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0,39.087498,17798058,146.71423865457680832369,14.969
ERR14783402,NODE_4_length_537025_cov_32.266591,gene:proph:168323;gene:plasmid:21134;gene:plasmid:21133;gene:plasmid:20567,Pseudomonas sp. J380,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA,32.266591,17798058,146.71423865457680832369,12.3569
ERR14783402,NODE_5_length_532379_cov_25.921094,gene:proph:173726;gene:plasmid:21288;gene:plasmid:137174;gene:plasmid:137265,Pseudomonas sp. TMW 2.1634,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXE,HPCIA,25.921094,17798058,146.71423865457680832369,9.92678
ERR14783402,NODE_5_length_532379_cov_25.921094,gene:proph:173726;gene:plasmid:21288;gene:plasmid:137174;gene:plasmid:137265,Pseudomonas sp. TMW 2.1634,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXF,HPCIA,25.921094,17798058,146.71423865457680832369,9.92678
ERR14783402,NODE_5_length_532379_cov_25.921094,gene:proph:173726;gene:plasmid:21288;gene:plasmid:137174;gene:plasmid:137265,Pseudomonas sp. TMW 2.1634,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXQ,CIA,25.921094,17798058,146.71423865457680832369,9.92678
ERR14783402,NODE_14_length_277839_cov_30.466634,gene:proph:184196;gene:proph:184202;gene:proph:184206;gene:proph:184207;gene:proph:163072;gene:proph:184236;gene:proph:175955;gene:plasmid:145219;gene:proph:175950;gene:proph:175956;gene:proph:184195;gene:proph:184194,Pseudomonas sp. J380,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXK,CIA,30.466634,17798058,146.71423865457680832369,11.6675
ERR14783408,NODE_1433_length_5219_cov_182.625098,gene:plasmid:139560,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,182.625098,8758122,147.66085674531594787101,141.216
ERR14783408,NODE_1433_length_5219_cov_182.625098,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,182.625098,8758122,147.66085674531594787101,141.216
ERR14783408,NODE_1572_length_4848_cov_2.032620,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,2.032620,8758122,147.66085674531594787101,1.57174
ERR14783408,NODE_1_length_374618_cov_36.835609,gene:plasmid:155304,Leuconostoc mesenteroides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,36.835609,8758122,147.66085674531594787101,28.4834
ERR14783408,NODE_223_length_29856_cov_1.467288,gene:plasmid:20019;gene:plasmid:15306,Aeromonas salmonicida,Biocides,Aldehyde_resistance,Aldehyde_degradation,FORMA,HPCIA,1.467288,8758122,147.66085674531594787101,1.13459
ERR14783408,NODE_2279_length_3600_cov_1.163259,gene:proph:176833;gene:proph:176835,Klebsiella grimontii,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,1.163259,8758122,147.66085674531594787101,0.899498
ERR14783409,NODE_1221_length_5219_cov_410.115672,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,410.115672,12622191,145.64811315246299156778,223.083
ERR14783409,NODE_1221_length_5219_cov_410.115672,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,410.115672,12622191,145.64811315246299156778,223.083
ERR14783409,NODE_1518_length_4339_cov_22.561016,gene:plasmid:131371;gene:plasmid:139560,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,22.561016,12622191,145.64811315246299156778,12.2721
ERR14783409,NODE_1_length_374908_cov_72.409319,gene:plasmid:155304,Leuconostoc mesenteroides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,72.409319,12622191,145.64811315246299156778,39.3872
ERR14783410,NODE_392_length_5219_cov_17.937353,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,17.937353,968143,138.94682293834691775905,133.343
ERR14783410,NODE_392_length_5219_cov_17.937353,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,17.937353,968143,138.94682293834691775905,133.343
ERR14783410,NODE_1_length_374908_cov_4.013421,gene:plasmid:155304,Leuconostoc mesenteroides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,4.013421,968143,138.94682293834691775905,29.835
ERR14783411,NODE_1455_length_5038_cov_18.198738,gene:plasmid:139560,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,18.198738,30908396,148.81421061125268357503,3.95658
ERR14783411,NODE_1377_length_5219_cov_484.801453,gene:plasmid:139560,Acetobacter okinawensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,484.801453,30908396,148.81421061125268357503,105.401
ERR14783411,NODE_1455_length_5038_cov_18.198738,gene:plasmid:139560,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,18.198738,30908396,148.81421061125268357503,3.95658
ERR14783411,NODE_1377_length_5219_cov_484.801453,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,484.801453,30908396,148.81421061125268357503,105.401
ERR14783411,NODE_3_length_374908_cov_108.796294,gene:plasmid:155304,Leuconostoc mesenteroides isolate Leuconostoc_mesenteroides_FME338 genome assembly,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,108.796294,30908396,148.81421061125268357503,23.6534
ERR14783416,NODE_31_length_150815_cov_230.620255,gene:plasmid:120162;gene:plasmid:21818,Escherichia coli,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA,230.620255,69922669,146.51847663309305312701,22.5106
ERR14783416,NODE_31_length_150815_cov_230.620255,gene:plasmid:120162;gene:plasmid:21818,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CRP,Authorized for use in humans only ,230.620255,69922669,146.51847663309305312701,22.5106
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Drugs,betalactams,Penicillin_binding_protein,AMPH,HIA,188.457567,69922669,146.51847663309305312701,18.3951
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRA,Authorized for use in humans only ?,188.457567,69922669,146.51847663309305312701,18.3951
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?,188.457567,69922669,146.51847663309305312701,18.3951
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,ACRR,Authorized for use in humans only ?,188.457567,69922669,146.51847663309305312701,18.3951
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_ABC_efflux_pumps,FETA,0,188.457567,69922669,146.51847663309305312701,18.3951
ERR14783416,NODE_11_length_279828_cov_188.457567,gene:plasmid:123175;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_ABC_efflux_pumps,FETB,0,188.457567,69922669,146.51847663309305312701,18.3951
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Drugs,Cationic_antimicrobial_peptides,Lipid_A_modification,EPTA,NA,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_resistance_regulator,SOXS,NA,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Drugs,Lipopeptides,Colistin-resistant_mutant,PMRAR,HPCIA,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Drugs,betalactams,Class_C_betalactamases,AMPC,HIA ,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Drugs,betalactams,Class_C_betalactamase_regulator,AMPCR,HIA ,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Biocides,Acetate_resistance,Acetate_resistance_protein,ICLR,0,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MDTN,0,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MDTO,0,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MDTP,0,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_regulator,SOXRB,0,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Biocides,Multi-biocide_resistance,Multi-biocide_SMR_efflux_pump,SUGE,0,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,YJAA,0,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_10_length_294718_cov_222.781921,gene:plasmid:123353,Escherichia coli,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_protein,YJCG,0,222.781921,69922669,146.51847663309305312701,21.7455
ERR14783416,NODE_199_length_30987_cov_229.252560,gene:plasmid:123887,Pseudomonas putida,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,229.252560,69922669,146.51847663309305312701,22.3771
ERR14783416,NODE_578_length_5534_cov_93.272795,gene:plasmid:131182,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,93.272795,69922669,146.51847663309305312701,9.10426
ERR14783416,NODE_578_length_5534_cov_93.272795,gene:plasmid:131182,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,93.272795,69922669,146.51847663309305312701,9.10426
ERR14783416,NODE_759_length_3538_cov_147.769862,gene:plasmid:139560,Acetobacter ghanensis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,147.769862,69922669,146.51847663309305312701,14.4237
ERR14783416,NODE_749_length_3593_cov_124.202827,gene:plasmid:139560,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,124.202827,69922669,146.51847663309305312701,12.1233
ERR14783416,NODE_32_length_149845_cov_210.451616,gene:plasmid:142025;gene:proph:163854;gene:proph:177620;gene:proph:177621;gene:plasmid:156052,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,MDTM,HPCIA,210.451616,69922669,146.51847663309305312701,20.542
ERR14783416,NODE_32_length_149845_cov_210.451616,gene:plasmid:142025;gene:proph:163854;gene:proph:177620;gene:proph:177621;gene:plasmid:156052,Escherichia coli,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ROBA,Authorized for use in humans only ?,210.451616,69922669,146.51847663309305312701,20.542
ERR14783416,NODE_36_length_125769_cov_59.697744,gene:plasmid:15652;gene:plasmid:15651,Enterococcus durans,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important,59.697744,69922669,146.51847663309305312701,5.82703
ERR14783416,NODE_36_length_125769_cov_59.697744,gene:plasmid:15652;gene:plasmid:15651,Enterococcus durans,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,59.697744,69922669,146.51847663309305312701,5.82703
ERR14783416,NODE_36_length_125769_cov_59.697744,gene:plasmid:15652;gene:plasmid:15651,Enterococcus durans,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,59.697744,69922669,146.51847663309305312701,5.82703
ERR14783416,NODE_37_length_125584_cov_236.982145,gene:plasmid:157741,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR,CIA ,236.982145,69922669,146.51847663309305312701,23.1316
ERR14783416,NODE_37_length_125584_cov_236.982145,gene:plasmid:157741,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR,CIA ,236.982145,69922669,146.51847663309305312701,23.1316
ERR14783416,NODE_37_length_125584_cov_236.982145,gene:plasmid:157741,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,GLPF,0,236.982145,69922669,146.51847663309305312701,23.1316
ERR14783416,NODE_37_length_125584_cov_236.982145,gene:plasmid:157741,Escherichia coli,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODA,0,236.982145,69922669,146.51847663309305312701,23.1316
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Drugs,Bacitracin,Undecaprenyl_pyrophosphate_phosphatase,BACA,IA,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Drugs,Fosfomycin,Fosfomycin_target_mutation,MURA,HPCIA,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PAREF,HPCIA,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Drugs,Sulfonamides,Sulfonamide-resistant_dihydropteroate_synthases,FOLP,HIA,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRE,Authorized for use in humans only ?,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRF,Authorized for use in humans only ?,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,ACRS,Authorized for use in humans only ?,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,TOLC,0,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,YGIW,0,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,YHCN,0,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_4_length_591678_cov_206.149767,gene:proph:163818;gene:plasmid:123257;gene:plasmid:91947,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,ZUPT,0,206.149767,69922669,146.51847663309305312701,20.1221
ERR14783416,NODE_17_length_198832_cov_142.279248,gene:proph:163940;gene:proph:182930;gene:proph:179461;gene:proph:159076;gene:proph:159058;gene:proph:179471;gene:plasmid:117772;gene:proph:163947;gene:proph:163927;gene:proph:163921;gene:proph:163942;gene:proph:169106;gene:proph:169101;gene:proph:169100;gene:plasmid:117704;gene:plasmid:117783;gene:proph:177498;gene:proph:163929;gene:proph:159074;gene:proph:163938;gene:proph:159072;gene:proph:159064;gene:proph:163939;gene:proph:159065;gene:proph:159066;gene:proph:159070;gene:proph:159071;gene:proph:179464;gene:proph:159069;gene:proph:159067;gene:proph:159060;gene:proph:163832;gene:proph:163946;gene:proph:163928,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MATE_efflux_pumps,MDTK,HPCIA,142.279248,69922669,146.51847663309305312701,13.8877
ERR14783416,NODE_17_length_198832_cov_142.279248,gene:proph:163940;gene:proph:182930;gene:proph:179461;gene:proph:159076;gene:proph:159058;gene:proph:179471;gene:plasmid:117772;gene:proph:163947;gene:proph:163927;gene:proph:163921;gene:proph:163942;gene:proph:169106;gene:proph:169101;gene:proph:169100;gene:plasmid:117704;gene:plasmid:117783;gene:proph:177498;gene:proph:163929;gene:proph:159074;gene:proph:163938;gene:proph:159072;gene:proph:159064;gene:proph:163939;gene:proph:159065;gene:proph:159066;gene:proph:159070;gene:proph:159071;gene:proph:179464;gene:proph:159069;gene:proph:159067;gene:proph:159060;gene:proph:163832;gene:proph:163946;gene:proph:163928,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,MARA,Authorized for use in humans only ?,142.279248,69922669,146.51847663309305312701,13.8877
