sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name
SRR7287342,NODE_6_length_270580_cov_17.913509,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB
SRR7287342,NODE_6_length_270580_cov_17.913509,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Drugs,Fosfomycin,Fosfomycin_target_mutation,UHPT
SRR7287342,NODE_6_length_270580_cov_17.913509,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Biocides,Acid_resistance,Acid_resistance_protein,EEFA
SRR7287342,NODE_6_length_270580_cov_17.913509,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,CORA
SRR7287342,NODE_6_length_270580_cov_17.913509,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,YIEF
SRR7287342,NODE_7_length_219426_cov_7.755837,gene:plasmid:120395;gene:plasmid:93482;gene:plasmid:21988;gene:plasmid:21989;gene:plasmid:93486,Enterobacter hormaechei,Drugs,betalactams,Mutant_porin_proteins,OMP36
SRR7287342,NODE_7_length_219426_cov_7.755837,gene:plasmid:120395;gene:plasmid:93482;gene:plasmid:21988;gene:plasmid:21989;gene:plasmid:93486,Enterobacter hormaechei,Biocides,Phenolic_compound_resistance,Phenolic_resistance_protein,FABI
SRR7287342,NODE_13_length_185117_cov_11.416191,gene:plasmid:27818,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,CORC
SRR7287342,NODE_13_length_185117_cov_11.416191,gene:plasmid:27818,Enterobacter hormaechei,Drugs,betalactams,Penicillin_binding_protein,PBP2
SRR7287342,NODE_31_length_123900_cov_11.436357,gene:proph:183597,Enterobacter hormaechei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXA
SRR7287342,NODE_31_length_123900_cov_11.436357,gene:proph:183597,Enterobacter hormaechei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXB
SRR7287342,NODE_43_length_96350_cov_8.252667,gene:plasmid:149415,Enterobacter hormaechei,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,HNS
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILP
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_regulator,SILS
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILE
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILC
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILF
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILB
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILA
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILP
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_protein,PCOA
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_protein,PCOB
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_protein,PCOC
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_protein,PCOD
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_regulator,PCOR
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_regulator,PCOS
SRR7287342,NODE_59_length_66261_cov_15.679575,gene:plasmid:91985;IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:155972;gene:plasmid:155966;gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:91975;gene:plasmid:91937;gene:plasmid:92001;gene:plasmid:157676;gene:plasmid:91931;gene:plasmid:91918;gene:plasmid:117726;gene:plasmid:91925,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_resistance_regulator,PCOE
SRR7287342,NODE_84_length_47347_cov_14.918257,gene:proph:170535;gene:proph:170540;gene:proph:179208;gene:proph:170536;gene:proph:170537;gene:proph:170528;gene:proph:179204,Enterobacter hormaechei,Drugs,Fosfomycin,Fosfomycin_thiol_transferases,FOSA
SRR7287342,NODE_124_length_29184_cov_17.254750,gene:plasmid:123888;gene:plasmid:123887,Enterobacter hormaechei,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783416,NODE_24_length_171998_cov_176.588674,gene:proph:177427;gene:proph:177428;gene:proph:179486;gene:vir:4537;gene:vir:4536;gene:proph:176737;gene:proph:179490;gene:vir:4507;gene:vir:4508;gene:vir:4509;gene:proph:181093;gene:proph:159053,Enterobacter hormaechei,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_regulator,RPOS
ERR14783416,NODE_24_length_171998_cov_176.588674,gene:proph:177427;gene:proph:177428;gene:proph:179486;gene:vir:4537;gene:vir:4536;gene:proph:176737;gene:proph:179490;gene:vir:4507;gene:vir:4508;gene:vir:4509;gene:proph:181093;gene:proph:159053,Enterobacter hormaechei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_regulator,EMRR
ERR14783416,NODE_24_length_171998_cov_176.588674,gene:proph:177427;gene:proph:177428;gene:proph:179486;gene:vir:4537;gene:vir:4536;gene:proph:176737;gene:proph:179490;gene:vir:4507;gene:vir:4508;gene:vir:4509;gene:proph:181093;gene:proph:159053,Enterobacter hormaechei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,EMRA
ERR14783416,NODE_24_length_171998_cov_176.588674,gene:proph:177427;gene:proph:177428;gene:proph:179486;gene:vir:4537;gene:vir:4536;gene:proph:176737;gene:proph:179490;gene:vir:4507;gene:vir:4508;gene:vir:4509;gene:proph:181093;gene:proph:159053,Enterobacter hormaechei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,EMRB
ERR14783416,NODE_24_length_171998_cov_176.588674,gene:proph:177427;gene:proph:177428;gene:proph:179486;gene:vir:4537;gene:vir:4536;gene:proph:176737;gene:proph:179490;gene:vir:4507;gene:vir:4508;gene:vir:4509;gene:proph:181093;gene:proph:159053,Enterobacter hormaechei,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,TEHA
ERR14783416,NODE_24_length_171998_cov_176.588674,gene:proph:177427;gene:proph:177428;gene:proph:179486;gene:vir:4537;gene:vir:4536;gene:proph:176737;gene:proph:179490;gene:vir:4507;gene:vir:4508;gene:vir:4509;gene:proph:181093;gene:proph:159053,Enterobacter hormaechei,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,TEHB
SRR8282406,NODE_3_length_270564_cov_5.500948,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Metals,Arsenic_resistance,Arsenic_resistance_protein,PSTC
SRR8282406,NODE_3_length_270564_cov_5.500948,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Metals,Arsenic_resistance,Arsenic_resistance_protein,PSTA
SRR8282406,NODE_3_length_270564_cov_5.500948,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Metals,Arsenic_resistance,Arsenic_resistance_protein,PSTB
SRR8282406,NODE_3_length_270564_cov_5.500948,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB
SRR8282406,NODE_3_length_270564_cov_5.500948,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Drugs,Fosfomycin,Fosfomycin_target_mutation,UHPT
SRR8282406,NODE_3_length_270564_cov_5.500948,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Biocides,Acid_resistance,Acid_resistance_protein,EEFA
SRR8282406,NODE_3_length_270564_cov_5.500948,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,CORA
SRR8282406,NODE_3_length_270564_cov_5.500948,gene:plasmid:117701;gene:plasmid:117686;gene:plasmid:117671;gene:proph:176833;gene:proph:176835,Enterobacter hormaechei,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,YIEF
SRR8282406,NODE_115_length_58911_cov_3.153075,gene:plasmid:21988;gene:plasmid:21989,Enterobacter hormaechei,Drugs,betalactams,Mutant_porin_proteins,OMP36
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILP
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_regulator,SILS
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILC
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILE
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILF
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILB
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILA
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILP
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_protein,PCOA
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_protein,PCOB
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_protein,PCOC
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_protein,PCOD
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_regulator,PCOR
SRR8282406,NODE_144_length_49681_cov_4.803201,IncFII(pECLA)_1_pECLA_CP001919;gene:plasmid:91980;gene:plasmid:88302;gene:plasmid:92064;gene:plasmid:91749;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:147498;gene:plasmid:153906;gene:plasmid:92051;gene:plasmid:91752;gene:plasmid:91975,Enterobacter hormaechei,Metals,Copper_resistance,Copper_resistance_regulator,PCOS
